elite,phenotype,antecedent,consequent,referenceCardinality,numConfirmations,numViolations,likelihood,pValue,fitness,acceptance,generality,elapsedTime
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q273186> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q273186> ;  ] . ","denaturation","denaturation",33,33,0,9.48034495789435e-09,0,33,TRUE,0.000145600868310633,10
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q5510257> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q283399> ;  ] . ","fusion core","alpha helix",13,5,8,0.1571044921875,0.692307692307692,5,TRUE,5.73579178193402e-05,21
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q7834633> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q41301> ;  ] . ","transmission and infection of h5n1","epithelium",4,3,1,0.25,0,3,TRUE,1.76485900982585e-05,8
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q131656> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q39833> ;  ] . ","pesticide","microorganism",10,3,7,0.1171875,1.6,3,TRUE,4.41214752456463e-05,6
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q1940081> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q41301> ;  ] . ","midgut","epithelium",5,3,2,0.3125,0,3,TRUE,2.20607376228232e-05,4
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q682> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q39833> ;  ] . ","sulfur","microorganism",6,3,3,0.3125,0,3,TRUE,2.64728851473878e-05,7
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q38848> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q11829360> ;  ] . ","heavy metal","gastrointestinal tract",3,2,1,0.375,0,2,TRUE,1.32364425736939e-05,4
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q42967> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q39833> ;  ] . ","monsoon","microorganism",3,2,1,0.375,0,2,TRUE,1.32364425736939e-05,3
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q308708> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q9368> ;  ] . ","isoelectric point","liver",4,2,2,0.375,0,2,TRUE,1.76485900982585e-05,5
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q909882> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q41301> ;  ] . ","glomerulus","epithelium",1,1,0,0.5,0,1,TRUE,4.41214752456463e-06,6
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q188251> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q41301> ;  ] . ","gluten","epithelium",2,1,1,0.5,0,1,TRUE,8.82429504912926e-06,5
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q21072749> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q39833> ;  ] . ","human vaccines & immunotherapeutics","microorganism",2,1,1,0.5,0,1,TRUE,8.82429504912926e-06,7
FALSE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q24769688> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q9368> ;  ] . ","alkaline phosphatase","liver",17,5,12,0.047210693359375,2.88235294117647,5,TRUE,7.50065079175987e-05,3
FALSE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q1330402> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q39833> ;  ] . ","microbiome","microorganism",96,43,53,0.0483737106260739,1.04166666666667,43,TRUE,0.000423566162358205,22
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q135085> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q224527> ;  ] . ","gene ontology","downregulation and upregulation",37,15,22,0.0676496924121375,1.32432432432432,15,TRUE,0.000163249458408891,6
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q424381> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q101991> ;  ] . ","tumour necrosis factor","inflammation",30,13,17,0.111575173870173,0.533333333333333,13,TRUE,0.000132364425736939,6
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q16963> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q148> ;  ] . ","jiangsu","people's republic of china",14,12,2,0.00555419921875,0,12,TRUE,6.17700653439048e-05,5
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q15332550> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q408004> ;  ] . ","tlr9","toll-like receptor",16,9,7,0.174560546875,0,9,TRUE,7.05943603930341e-05,7
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q424169> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q14599311> ;  ] . ","propidium iodide","apoptotic process",9,7,2,0.0703125,0,7,TRUE,3.97093277210817e-05,3
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q191989> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q101991> ;  ] . ","mast cells","inflammation",9,6,3,0.1640625,0,6,TRUE,3.97093277210817e-05,2
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q25401> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q25401> ;  ] . ","lagomorpha","lagomorpha",6,6,0,0.015625,0,6,TRUE,2.64728851473878e-05,8
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q900183> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q900183> ;  ] . ","microscope slide","microscope slide",5,5,0,0.03125,0,5,TRUE,2.20607376228232e-05,870
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q15332550> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q101991> ;  ] . ","tlr9","inflammation",16,5,11,0.066650390625,2.25,5,TRUE,7.05943603930341e-05,7
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q15332550> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q14866230> ;  ] . ","tlr9","tlr3",16,5,11,0.066650390625,2.25,5,TRUE,7.05943603930341e-05,8
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q181257> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q14599311> ;  ] . ","prostate cancer","apoptotic process",16,5,11,0.066650390625,2.25,5,TRUE,7.05943603930341e-05,6
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q207550> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q101991> ;  ] . ","infarction","inflammation",11,5,6,0.2255859375,0.0909090909090909,5,TRUE,4.85336227702109e-05,5
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q6103519> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q3933202> ;  ] . ","iκb kinase","viral replication",14,5,9,0.1221923828125,1.14285714285714,5,TRUE,6.17700653439048e-05,4
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q2082778> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q34740> ;  ] . ","hepacivirus","genus",6,4,2,0.234375,0,4,TRUE,2.64728851473878e-05,11
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q6103519> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q101991> ;  ] . ","iκb kinase","inflammation",14,4,10,0.06109619140625,2.57142857142857,4,TRUE,6.17700653439048e-05,6
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q357519> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q224527> ;  ] . ","adipocyte","downregulation and upregulation",11,4,7,0.1611328125,0.818181818181818,4,TRUE,4.85336227702109e-05,6
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q1103544> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q101991> ;  ] . ","cluster of differentiation","inflammation",12,3,9,0.0537109375,3,3,TRUE,5.29457702947756e-05,6
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q1103544> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q224527> ;  ] . ","cluster of differentiation","downregulation and upregulation",12,3,9,0.0537109375,3,3,TRUE,5.29457702947756e-05,6
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q5796041> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q191341> ;  ] . ","multinucleate cell","pulmonary alveolus",5,3,2,0.3125,0,3,TRUE,2.20607376228232e-05,5
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q1069330> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q101991> ;  ] . ","biomarker","inflammation",11,3,8,0.08056640625,2.27272727272727,3,TRUE,4.85336227702109e-05,3
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q357519> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q101991> ;  ] . ","adipocyte","inflammation",11,3,8,0.08056640625,2.27272727272727,3,TRUE,4.85336227702109e-05,7
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q191154> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q101991> ;  ] . ","surfactant","inflammation",12,3,9,0.0537109375,3,3,TRUE,5.29457702947756e-05,9
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q1128595> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q101991> ;  ] . ","pulmonary hypertension","inflammation",10,3,7,0.1171875,1.6,3,TRUE,4.41214752456463e-05,6
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q1102066> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q3933202> ;  ] . ","microtubule-associated proteins","viral replication",10,3,7,0.1171875,1.6,3,TRUE,4.41214752456463e-05,3
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q168291> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q101991> ;  ] . ","cornea","inflammation",4,2,2,0.375,0,2,TRUE,1.76485900982585e-05,8
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q9637> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q101991> ;  ] . ","larynx","inflammation",10,2,8,0.0439453125,3.6,2,TRUE,4.41214752456463e-05,7
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q407699> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q101991> ;  ] . ","arachidonic acid","inflammation",4,2,2,0.375,0,2,TRUE,1.76485900982585e-05,4
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q407699> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q224527> ;  ] . ","arachidonic acid","downregulation and upregulation",4,2,2,0.375,0,2,TRUE,1.76485900982585e-05,5
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q1102066> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q48743> ;  ] . ","microtubule-associated proteins","western blot",10,2,8,0.0439453125,3.6,2,TRUE,4.41214752456463e-05,3
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q424702> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q3952437> ;  ] . ","peptidyl transferase","bond cleavage",4,2,2,0.375,0,2,TRUE,1.76485900982585e-05,7
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q1860> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q12187> ;  ] . ","english","antibiotic",4,2,2,0.375,0,2,TRUE,1.76485900982585e-05,3
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q3556322> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q34740> ;  ] . ","vesiculovirus","genus",2,2,0,0.25,0,2,TRUE,8.82429504912926e-06,5
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q20969945> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q224527> ;  ] . ","fgf2","downregulation and upregulation",3,2,1,0.375,0,2,TRUE,1.32364425736939e-05,5
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q929966> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q14599311> ;  ] . ","mononuclear phagocyte system","apoptotic process",2,1,1,0.5,0,1,TRUE,8.82429504912926e-06,4
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q929966> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q183252> ;  ] . ","mononuclear phagocyte system","morphology",2,1,1,0.5,0,1,TRUE,8.82429504912926e-06,5
FALSE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q107647> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q101991> ;  ] . ","phagocyte","inflammation",23,10,13,0.136383295059204,0.391304347826087,10,TRUE,0.000101479393064987,6
FALSE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q3658562> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q224527> ;  ] . ","non-small-cell lung carcinoma","downregulation and upregulation",12,4,8,0.120849609375,1.33333333333333,4,TRUE,5.29457702947756e-05,5
FALSE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q15311524> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q224527> ;  ] . ","ikbkb","downregulation and upregulation",6,3,3,0.3125,0,3,TRUE,2.64728851473878e-05,5
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q5038746> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q936600> ;  ] . ","cardiovirus","picornavirus",18,7,11,0.12139892578125,0.888888888888889,7,TRUE,7.94186554421634e-05,6
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q24287527> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q427087> ;  ] . ","small rna","non-coding rna",17,6,11,0.09442138671875,1.47058823529412,6,TRUE,7.50065079175987e-05,8
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q834191> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q751911> ;  ] . ","proofreading","rna virus",8,6,2,0.109375,0,6,TRUE,3.5297180196517e-05,2
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q5038746> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q751911> ;  ] . ","cardiovirus","rna virus",18,5,13,0.032684326171875,3.55555555555556,5,TRUE,7.94186554421634e-05,5
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q834191> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q8066> ;  ] . ","proofreading","amino acid",8,4,4,0.2734375,0,4,TRUE,3.5297180196517e-05,3
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q29002506> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q751911> ;  ] . ","hantaan orthohantavirus","rna virus",12,4,8,0.120849609375,1.33333333333333,4,TRUE,5.29457702947756e-05,7
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q6671351> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q25419> ;  ] . ","lone pine airport","escherichia coli",4,4,0,0.0625,0,4,TRUE,1.76485900982585e-05,4
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q176> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q8066> ;  ] . ","quebec","amino acid",12,3,9,0.0537109375,3,3,TRUE,5.29457702947756e-05,6
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q413283> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q39572> ;  ] . ","superoxide","mitochondrion",11,3,8,0.08056640625,2.27272727272727,3,TRUE,4.85336227702109e-05,6
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q270673> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q380775> ;  ] . ","personality disorder","antibiotic resistance",4,2,2,0.375,0,2,TRUE,1.76485900982585e-05,7
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q635162> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q751911> ;  ] . ","hominidae","rna virus",10,2,8,0.0439453125,3.6,2,TRUE,4.41214752456463e-05,5
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q904893> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q15787> ;  ] . ","differential scanning calorimetry","hiv",2,1,1,0.5,0,1,TRUE,8.82429504912926e-06,3
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q502961> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q177105> ;  ] . ","astrocyte","glia",70,27,43,0.0153197811159737,3.65714285714286,27,TRUE,0.000308850326719524,12
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q177105> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q502961> ;  ] . ","glia","astrocyte",53,27,26,0.108568792822683,0,27,TRUE,0.000233843818801925,10
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q901656> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q103537> ;  ] . ","immunostimulant","antigen",34,13,21,0.0533891314013649,1.88235294117647,13,TRUE,0.000150013015835197,5
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q17330082> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q1052913> ;  ] . ","influenzavirus b","human respiratory syncytial virus",25,8,17,0.0322334468364716,3.24,8,TRUE,0.000110303688114116,9
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q425340> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q285697> ;  ] . ","nitrilotriacetic acid","recombinant dna",8,7,1,0.03125,0,7,TRUE,3.5297180196517e-05,10
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q2629666> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q2629666> ;  ] . ","flavonols","flavonols",7,7,0,0.0078125,0,7,TRUE,3.08850326719524e-05,4
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q24802277> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q1052913> ;  ] . ","pneumoviridae","human respiratory syncytial virus",14,7,7,0.20947265625,0,7,TRUE,6.17700653439048e-05,7
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q355989> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q285697> ;  ] . ","adeno-associated virus","recombinant dna",19,6,13,0.0517501831054688,2.57894736842105,6,TRUE,8.3830802966728e-05,12
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q903485> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q285697> ;  ] . ","protein purification","recombinant dna",14,5,9,0.1221923828125,1.14285714285714,5,TRUE,6.17700653439048e-05,3
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q1546> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q10798> ;  ] . ","iowa","pig",9,5,4,0.24609375,0,5,TRUE,3.97093277210817e-05,5
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q517258> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q10798> ;  ] . ","enterococcus","pig",14,4,10,0.06109619140625,2.57142857142857,4,TRUE,6.17700653439048e-05,6
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q1320251> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q103537> ;  ] . ","intrathecal","antigen",11,3,8,0.08056640625,2.27272727272727,3,TRUE,4.85336227702109e-05,8
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q725345> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q188928> ;  ] . ","kaposi's sarcoma","messenger rna",10,3,7,0.1171875,1.6,3,TRUE,4.41214752456463e-05,5
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q407976> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q29548> ;  ] . ","proteoglycan","cell membrane",6,3,3,0.3125,0,3,TRUE,2.64728851473878e-05,5
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q3550344> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q10798> ;  ] . ","union nationale des associations de défense des familles et de l'individu","pig",4,3,1,0.25,0,3,TRUE,1.76485900982585e-05,8
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q1320251> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q421866> ;  ] . ","intrathecal","chemokine",11,3,8,0.08056640625,2.27272727272727,3,TRUE,4.85336227702109e-05,5
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q3550344> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q333203> ;  ] . ","union nationale des associations de défense des familles et de l'individu","weaning",4,2,2,0.375,0,2,TRUE,1.76485900982585e-05,5
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q725345> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q423042> ;  ] . ","kaposi's sarcoma","membrane proteins",10,2,8,0.0439453125,3.6,2,TRUE,4.41214752456463e-05,4
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q23118> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q285697> ;  ] . ","lysergic acid diethylamide","recombinant dna",3,2,1,0.375,0,2,TRUE,1.32364425736939e-05,4
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q12911467> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q285697> ;  ] . ","nodavirus endopeptidase","recombinant dna",1,1,0,0.5,0,1,TRUE,4.41214752456463e-06,3
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q12911467> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q2919111> ;  ] . ","nodavirus endopeptidase","rna-dependent rna polymerase",1,1,0,0.5,0,1,TRUE,4.41214752456463e-06,6
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q886837> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q886837> ;  ] . ","blood test","blood test",243,243,0,8.75704080611625e-55,0,243,TRUE,0.00107215184846921,3
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q503629> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q503629> ;  ] . ","osteonecrosis","osteonecrosis",44,44,0,3.35532908429149e-11,0,44,TRUE,0.000194134491080844,18
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q7144817> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q10798> ;  ] . ","pathogenic escherichia coli","pig",53,23,30,0.0690308715715565,0.924528301886792,23,TRUE,0.000233843818801925,13
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q2068984> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q380546> ;  ] . ","illumina","dna sequencing",32,21,11,0.0295651403059114,0,21,TRUE,0.000141188720786068,5
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q320607> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q187126> ;  ] . ","oligosaccharide","glycoprotein",38,14,24,0.0347222736441273,2.63157894736842,14,TRUE,0.000167661605933456,9
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q2911313> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q10798> ;  ] . ","gnotobiosis","pig",19,13,6,0.0517501831054688,0,13,TRUE,8.3830802966728e-05,5
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q10966166> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q10966166> ;  ] . ","sewage","sewage",9,9,0,0.001953125,0,9,TRUE,3.97093277210817e-05,15
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q33525> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q189082> ;  ] . ","carcinoma","cell culture",23,8,15,0.0584499835968018,2.1304347826087,8,TRUE,0.000101479393064987,6
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q48749> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q48743> ;  ] . ","southern blot","western blot",9,8,1,0.017578125,0,8,TRUE,3.97093277210817e-05,3
